ID,Timestamp,Problem,Lang,Verdict,Time,Memory,Rank:526
21815719,2016-10-27 12:15:01,725G - Messages on a Tree,GNU C++,Accepted,1871 ms,58000 KB
21458547,2016-10-15 16:26:29,727E - Games on a CD,GNU C++,Accepted,1434 ms,88400 KB
21458433,2016-10-15 16:22:00,727E - Games on a CD,GNU C++,Wrong answer on test 50,1092 ms,64800 KB
21458373,2016-10-15 16:19:30,727E - Games on a CD,GNU C++,Wrong answer on test 50,967 ms,65600 KB
21458085,2016-10-15 16:08:03,727D - T-shirts Distribution,GNU C++,Accepted,93 ms,3900 KB
21452587,2016-10-15 13:44:30,727E - Games on a CD,GNU C++,Wrong answer on test 50,1014 ms,81200 KB
21448502,2016-10-15 13:03:06,727D - T-shirts Distribution,GNU C++,Wrong answer on test 85,78 ms,3900 KB
21446567,2016-10-15 12:44:29,727C - Guess the Array,GNU C++,Accepted,62 ms,2100 KB
21445682,2016-10-15 12:35:44,727B - Bill Total Value,GNU C++,Accepted,15 ms,2000 KB
21443016,2016-10-15 12:10:43,727A - Transformation: from A to B,GNU C++,Accepted,46 ms,8000 KB
21404976,2016-10-13 17:06:15,362E - Petya and Pipes,GNU C++,Accepted,31 ms,2300 KB
21394557,2016-10-13 05:44:04,362E - Petya and Pipes,GNU C++,Wrong answer on test 8,31 ms,2100 KB
21372694,2016-10-12 06:55:17,724E - Goods transportation,GNU C++,Accepted,295 ms,2300 KB
21372477,2016-10-12 06:24:54,343D - Water Tree,GNU C++,Accepted,2074 ms,86300 KB
21372469,2016-10-12 06:23:57,343D - Water Tree,GNU C++,Wrong answer on test 6,343 ms,31800 KB
21307765,2016-10-09 04:47:22,724D - Dense Subsequence,GNU C++,Accepted,31 ms,2300 KB
21307732,2016-10-09 04:44:22,724D - Dense Subsequence,GNU C++,Runtime error on test 4,15 ms,2000 KB
21307636,2016-10-09 04:32:17,724C - Ray Tracing,GNU C++,Accepted,373 ms,20700 KB
21281801,2016-10-08 15:28:17,724B - Batch Sort,GNU C++,Accepted,30 ms,2000 KB
21279757,2016-10-08 15:18:16,724A - Checking the Calendar,GNU C++,Accepted,15 ms,2000 KB
21165478,2016-10-03 18:41:50,723E - One-Way Reform,GNU C++,Accepted,61 ms,2100 KB
21164956,2016-10-03 18:28:15,723E - One-Way Reform,GNU C++,Wrong answer on test 14,15 ms,300 KB
21164414,2016-10-03 18:16:05,723E - One-Way Reform,GNU C++,Wrong answer on test 14,31 ms,300 KB
21164295,2016-10-03 18:13:48,723E - One-Way Reform,GNU C++,Wrong answer on test 14,31 ms,300 KB
21162715,2016-10-03 17:46:47,723F - st-Spanning Tree,GNU C++,Accepted,639 ms,10600 KB
21158220,2016-10-03 16:43:27,723E - One-Way Reform,GNU C++,Wrong answer on pretest 2,15 ms,200 KB
21153417,2016-10-03 16:05:29,723D - Lakes in Berland,GNU C++,Accepted,15 ms,600 KB
21153180,2016-10-03 16:03:50,723D - Lakes in Berland,GNU C++,Wrong answer on pretest 6,15 ms,500 KB
21151294,2016-10-03 15:50:11,723C - Polycarp at the Radio,GNU C++,Accepted,31 ms,100 KB
21148140,2016-10-03 15:28:37,723F - st-Spanning Tree,GNU C++,Wrong answer on test 54,935 ms,8500 KB
21147728,2016-10-03 15:25:52,723F - st-Spanning Tree,GNU C++,Wrong answer on pretest 5,452 ms,8500 KB
21139353,2016-10-03 14:45:58,723B - Text Document Analysis,GNU C++,Accepted,15 ms,0 KB
21136050,2016-10-03 14:37:42,723A - The New Year: Meeting Friends,GNU C++,Accepted,31 ms,0 KB
21090654,2016-10-01 18:54:20,722D - Generating Sets,GNU C++,Accepted,374 ms,20600 KB
21089652,2016-10-01 18:45:40,722D - Generating Sets,GNU C++,Skipped,234 ms,11700 KB
21081334,2016-10-01 17:47:34,722C - Destroying Array,GNU C++,Accepted,296 ms,16100 KB
21076215,2016-10-01 17:25:58,722A - Broken Clock,GNU C++,Accepted,15 ms,0 KB
21075630,2016-10-01 17:24:13,722A - Broken Clock,GNU C++,Wrong answer on hack 1,15 ms,0 KB
21075282,2016-10-01 17:23:05,722B - Verse Pattern,GNU C++,Accepted,15 ms,0 KB
21074783,2016-10-01 17:21:35,722B - Verse Pattern,GNU C++,Wrong answer on pretest 5,15 ms,0 KB
21071438,2016-10-01 17:11:51,722A - Broken Clock,GNU C++,Hacked,15 ms,0 KB
21060753,2016-10-01 11:12:57,721E - Road to Home,GNU C++,Accepted,139 ms,900 KB
21060702,2016-10-01 11:11:10,721E - Road to Home,GNU C++,Wrong answer on test 14,109 ms,900 KB
21060654,2016-10-01 11:09:31,721E - Road to Home,GNU C++,Wrong answer on test 14,109 ms,800 KB
21040096,2016-09-30 18:52:45,721C - Journey,GNU C++,Accepted,561 ms,196300 KB
21039892,2016-09-30 18:51:46,721C - Journey,GNU C++,Wrong answer on pretest 1,30 ms,15100 KB
21039753,2016-09-30 18:51:05,721C - Journey,GNU C++,Memory limit exceeded on pretest 8,249 ms,262100 KB
21030474,2016-09-30 17:59:35,721D - Maxim and Array,GNU C++,Accepted,327 ms,15100 KB
21024830,2016-09-30 17:34:35,721C - Journey,GNU C++,Skipped,187 ms,196300 KB
21020420,2016-09-30 17:19:33,721B - Passwords,GNU C++,Accepted,30 ms,0 KB
21019194,2016-09-30 17:15:49,721B - Passwords,GNU C++,Wrong answer on pretest 3,15 ms,0 KB
21016766,2016-09-30 17:09:38,721A - One-dimensional Japanese Crossword,GNU C++,Accepted,31 ms,0 KB
20921035,2016-09-26 10:57:48,718D - Andrew and Chemistry,GNU C++,Accepted,639 ms,33000 KB
20918693,2016-09-26 06:08:06,719B - Anatoly and Cockroaches,GNU C++,Accepted,46 ms,100 KB
20918625,2016-09-26 05:59:13,719A - Vitya in the Countryside,GNU C++,Accepted,31 ms,0 KB
20908923,2016-09-25 16:35:17,718C - Sasha and Array,GNU C++,Accepted,2901 ms,63000 KB
20879258,2016-09-24 05:42:41,718C - Sasha and Array,GNU C++,Time limit exceeded on test 16,5000 ms,9800 KB
20866081,2016-09-23 18:04:43,718C - Sasha and Array,GNU C++,Time limit exceeded on test 16,5000 ms,9800 KB
20864940,2016-09-23 18:00:49,718C - Sasha and Array,GNU C++,Time limit exceeded on pretest 11,5000 ms,9800 KB
20861848,2016-09-23 17:42:42,718C - Sasha and Array,GNU C++,Wrong answer on pretest 5,15 ms,9800 KB
20859564,2016-09-23 17:27:20,718C - Sasha and Array,GNU C++,Time limit exceeded on pretest 11,5000 ms,9800 KB
20859344,2016-09-23 17:26:05,718C - Sasha and Array,GNU C++,Wrong answer on pretest 10,764 ms,5100 KB
20857034,2016-09-23 17:14:06,718C - Sasha and Array,GNU C++,Wrong answer on pretest 10,670 ms,5100 KB
20849521,2016-09-23 16:40:38,718A - Efim and Strange Grade,GNU C++,Accepted,93 ms,200 KB
20848776,2016-09-23 16:37:49,718A - Efim and Strange Grade,GNU C++,Runtime error on pretest 7,15 ms,100 KB
20819186,2016-09-22 17:05:09,715C - Digit Tree,GNU C++,Accepted,1404 ms,21300 KB
20798035,2016-09-21 17:39:22,715C - Digit Tree,GNU C++,Wrong answer on test 6,15 ms,3600 KB
20759688,2016-09-19 18:49:54,715C - Digit Tree,GNU C++,Wrong answer on test 11,873 ms,6400 KB
20759557,2016-09-19 18:44:15,715C - Digit Tree,GNU C++,Wrong answer on test 11,826 ms,6400 KB
20759537,2016-09-19 18:42:55,715C - Digit Tree,GNU C++,Runtime error on test 9,15 ms,3600 KB
20759456,2016-09-19 18:38:50,715C - Digit Tree,GNU C++,Wrong answer on test 3,15 ms,3600 KB
20757372,2016-09-19 17:03:49,715B - Complete The Graph,GNU C++,Accepted,93 ms,800 KB
20757264,2016-09-19 16:59:54,715B - Complete The Graph,GNU C++,Wrong answer on test 12,15 ms,100 KB
20757179,2016-09-19 16:56:17,715B - Complete The Graph,GNU C++,Runtime error on test 5,15 ms,100 KB
20707756,2016-09-17 18:25:35,716D - Complete The Graph,GNU C++,Wrong answer on pretest 4,15 ms,200 KB
20706666,2016-09-17 18:19:34,716D - Complete The Graph,GNU C++,Wrong answer on pretest 4,0 ms,200 KB
20706217,2016-09-17 18:17:08,716D - Complete The Graph,GNU C++,Wrong answer on pretest 4,0 ms,200 KB
20695984,2016-09-17 17:27:19,716C - Plus and Square Root,GNU C++,Accepted,78 ms,900 KB
20694047,2016-09-17 17:19:50,716C - Plus and Square Root,GNU C++,Wrong answer on pretest 5,93 ms,900 KB
20687610,2016-09-17 16:56:42,716B - Complete the Word,GNU C++,Accepted,15 ms,100 KB
20683394,2016-09-17 16:47:32,716A - Crazy Computer,GNU C++,Accepted,78 ms,0 KB
20623102,2016-09-14 19:57:16,713D - Animals and Puzzle,GNU C++,Accepted,4929 ms,238200 KB
20623027,2016-09-14 19:54:04,713D - Animals and Puzzle,GNU C++,Time limit exceeded on test 10,5000 ms,238200 KB
20622932,2016-09-14 19:51:03,713D - Animals and Puzzle,GNU C++,Time limit exceeded on test 10,5000 ms,476400 KB
20622904,2016-09-14 19:49:53,713D - Animals and Puzzle,GNU C++,Time limit exceeded on test 10,5000 ms,476400 KB
20622870,2016-09-14 19:48:43,713D - Animals and Puzzle,GNU C++,Wrong answer on test 6,0 ms,476400 KB
20619340,2016-09-14 17:56:09,713C - Sonya and Problem Wihtout a Legend,GNU C++,Accepted,62 ms,70700 KB
20618581,2016-09-14 17:35:40,713B - Searching Rectangles,GNU C++,Accepted,15 ms,0 KB
20618385,2016-09-14 17:30:44,713B - Searching Rectangles,GNU C++,Wrong answer on test 26,15 ms,0 KB
20618211,2016-09-14 17:26:31,713B - Searching Rectangles,GNU C++,Wrong answer on test 20,15 ms,0 KB
20589375,2016-09-13 20:45:19,713B - Searching Rectangles,GNU C++,Wrong answer on test 13,15 ms,0 KB
20576705,2016-09-13 19:52:24,713A - Sonya and Queries,GNU C++,Accepted,156 ms,6300 KB
20574526,2016-09-13 19:46:54,713A - Sonya and Queries,GNU C++,Wrong answer on pretest 10,15 ms,100 KB
20531708,2016-09-11 15:52:40,717D - Dexterina’s Lab,GNU C++,Accepted,15 ms,0 KB
20531474,2016-09-11 15:43:41,717D - Dexterina’s Lab,GNU C++,Wrong answer on test 2,0 ms,0 KB
20531429,2016-09-11 15:41:51,717D - Dexterina’s Lab,GNU C++,Wrong answer on test 2,15 ms,0 KB
20531396,2016-09-11 15:40:43,717D - Dexterina’s Lab,GNU C++,Wrong answer on test 2,0 ms,0 KB
20531378,2016-09-11 15:40:03,717D - Dexterina’s Lab,GNU C++,Compilation error,0 ms,0 KB
20531135,2016-09-11 15:30:46,717D - Dexterina’s Lab,GNU C++,Wrong answer on test 2,15 ms,0 KB
20529316,2016-09-11 14:21:20,717E - Paint it really, really dark gray,GNU C++,Accepted,265 ms,11800 KB
20529021,2016-09-11 14:10:14,717E - Paint it really, really dark gray,GNU C++,Wrong answer on test 2,15 ms,3900 KB
20528868,2016-09-11 14:05:04,717E - Paint it really, really dark gray,GNU C++,Wrong answer on test 2,0 ms,4700 KB
20528804,2016-09-11 14:02:55,717E - Paint it really, really dark gray,GNU C++,Wrong answer on test 2,0 ms,4700 KB
20528694,2016-09-11 13:59:33,717E - Paint it really, really dark gray,GNU C++,Wrong answer on test 2,15 ms,4700 KB
20528003,2016-09-11 13:36:27,717E - Paint it really, really dark gray,GNU C++,Wrong answer on test 2,15 ms,4700 KB
20525463,2016-09-11 12:29:33,717C - Potions Homework,GNU C++,Accepted,62 ms,800 KB
20524861,2016-09-11 12:17:06,717C - Potions Homework,GNU C++,Wrong answer on test 4,31 ms,800 KB
20519688,2016-09-11 07:23:30,712D - Memory and Scores,GNU C++,Time limit exceeded on test 19,2000 ms,18800 KB
20519505,2016-09-11 07:08:56,712D - Memory and Scores,GNU C++,Time limit exceeded on test 17,2000 ms,18800 KB
20519445,2016-09-11 07:04:48,712D - Memory and Scores,GNU C++,Time limit exceeded on test 17,2000 ms,18800 KB
20519425,2016-09-11 07:03:21,712D - Memory and Scores,GNU C++,Time limit exceeded on test 17,2000 ms,18800 KB
20519415,2016-09-11 07:02:12,712D - Memory and Scores,GNU C++,Runtime error on test 17,31 ms,14100 KB
20519376,2016-09-11 06:59:07,712D - Memory and Scores,GNU C++,Time limit exceeded on test 17,2000 ms,23500 KB
20519364,2016-09-11 06:58:15,712D - Memory and Scores,GNU C++,Runtime error on test 17,46 ms,9400 KB
20518239,2016-09-11 05:12:54,712C - Memory and De-Evolution,Java 8,Accepted,155 ms,0 KB
20518175,2016-09-11 05:06:57,712B - Memory and Trident,Java 8,Accepted,155 ms,0 KB
20518100,2016-09-11 04:59:19,712A - Memory and Crow,Java 8,Accepted,623 ms,0 KB
20518078,2016-09-11 04:57:35,712A - Memory and Crow,Java 8,Runtime error on test 5,327 ms,0 KB
20507347,2016-09-10 20:35:12,712C - Memory and De-Evolution,GNU C++,Accepted,30 ms,0 KB
20503032,2016-09-10 20:11:18,712B - Memory and Trident,GNU C++,Accepted,15 ms,300 KB
20501829,2016-09-10 20:04:43,712A - Memory and Crow,GNU C++,Accepted,124 ms,800 KB
20493561,2016-09-10 12:02:34,711A - Bus to Udayland,Java 8,Accepted,264 ms,0 KB
20306289,2016-08-31 18:20:08,590C - Three States,GNU C++,Accepted,265 ms,15900 KB
20305954,2016-08-31 17:59:32,590C - Three States,GNU C++,Wrong answer on test 3,15 ms,12800 KB
20304933,2016-08-31 17:02:58,711E - ZS and The Birthday Paradox,GNU C++,Accepted,31 ms,0 KB
20304896,2016-08-31 17:01:38,711E - ZS and The Birthday Paradox,GNU C++,Wrong answer on test 7,15 ms,0 KB
20304763,2016-08-31 16:54:34,711E - ZS and The Birthday Paradox,GNU C++,Wrong answer on test 4,15 ms,0 KB
20278908,2016-08-30 15:25:16,711C - Coloring Trees,GNU C++,Accepted,218 ms,9200 KB
20277588,2016-08-30 14:36:48,711C - Coloring Trees,GNU C++,Wrong answer on test 3,15 ms,9200 KB
20277569,2016-08-30 14:36:05,711C - Coloring Trees,GNU C++,Wrong answer on test 2,0 ms,9200 KB
20254709,2016-08-29 17:01:07,711C - Coloring Trees,GNU C++,Wrong answer on pretest 8,15 ms,9200 KB
20252800,2016-08-29 16:49:07,711C - Coloring Trees,GNU C++,Wrong answer on pretest 8,15 ms,9200 KB
20252638,2016-08-29 16:48:13,711C - Coloring Trees,GNU C++,Wrong answer on pretest 1,0 ms,9100 KB
20250718,2016-08-29 16:36:36,711C - Coloring Trees,GNU C++,Wrong answer on pretest 8,15 ms,9200 KB
20247266,2016-08-29 16:17:11,711C - Coloring Trees,GNU C++,Wrong answer on pretest 8,30 ms,9200 KB
20246742,2016-08-29 16:14:15,711C - Coloring Trees,GNU C++,Wrong answer on pretest 8,15 ms,9200 KB
20244947,2016-08-29 16:05:04,711D - Directed Roads,GNU C++,Accepted,280 ms,17400 KB
20238352,2016-08-29 15:37:28,711C - Coloring Trees,GNU C++,Wrong answer on pretest 8,15 ms,9200 KB
20232529,2016-08-29 15:18:07,711B - Chris and Magic Square,GNU C++,Accepted,171 ms,2000 KB
20229358,2016-08-29 15:10:04,711A - Bus to Udayland,GNU C++,Accepted,15 ms,500 KB
20155232,2016-08-25 16:31:41,708C - Centroids,GNU C++,Accepted,1029 ms,39600 KB
20126267,2016-08-24 20:47:37,708B - Recover the String,GNU C++,Accepted,31 ms,6000 KB
20123713,2016-08-24 20:32:14,708B - Recover the String,GNU C++,Wrong answer on pretest 4,15 ms,6000 KB
20122567,2016-08-24 20:26:13,708B - Recover the String,GNU C++,Wrong answer on pretest 4,15 ms,5900 KB
20121511,2016-08-24 20:21:04,708B - Recover the String,GNU C++,Wrong answer on pretest 4,15 ms,5900 KB
20121375,2016-08-24 20:20:30,708B - Recover the String,GNU C++,Wrong answer on pretest 2,15 ms,5900 KB
20120922,2016-08-24 20:18:14,708B - Recover the String,GNU C++,Wrong answer on pretest 4,15 ms,6000 KB
20110524,2016-08-24 19:40:22,708A - Letters Cyclic Shift,GNU C++,Accepted,15 ms,2300 KB
20064144,2016-08-22 18:57:36,710E - Generate a String,GNU C++,Time limit exceeded on test 14,2000 ms,489000 KB
20060519,2016-08-22 18:26:32,710C - Magic Odd Square,GNU C++,Accepted,15 ms,2000 KB
20057792,2016-08-22 18:04:26,710E - Generate a String,GNU C++,Time limit exceeded on test 15,2000 ms,257100 KB
20057266,2016-08-22 18:00:38,710E - Generate a String,GNU C++,Wrong answer on test 13,78 ms,83400 KB
20052602,2016-08-22 17:31:55,710B - Optimal Point on a Line,GNU C++,Accepted,217 ms,4400 KB
20047810,2016-08-22 17:13:39,710A - King Moves,GNU C++,Accepted,15 ms,2000 KB
20006738,2016-08-20 20:13:58,707D - Persistent Bookcase,GNU C++,Accepted,545 ms,140100 KB
20004564,2016-08-20 18:03:11,707E - Garlands,GNU C++,Wrong answer on pretest 3,15 ms,33400 KB
19993832,2016-08-20 16:51:14,707D - Persistent Bookcase,GNU C++,Runtime error on test 17,31 ms,3700 KB
19989450,2016-08-20 16:29:23,707C - Pythagorean Triples,GNU C++,Accepted,15 ms,2000 KB
19985976,2016-08-20 16:15:05,707B - Bakery,GNU C++,Accepted,249 ms,10300 KB
19982932,2016-08-20 16:08:55,707A - Brain's Photos,GNU C++,Accepted,15 ms,2000 KB
19919120,2016-08-17 06:48:55,464E - The Classic Problem,GNU C++,Accepted,904 ms,157400 KB
19919115,2016-08-17 06:48:19,464E - The Classic Problem,GNU C++,Runtime error on test 1,0 ms,5700 KB
19899450,2016-08-16 06:38:45,362E - Petya and Pipes,GNU C++,Accepted,15 ms,2300 KB
19889043,2016-08-15 16:35:00,696E - ...Wait for it...,GNU C++,Accepted,1045 ms,34000 KB
19888971,2016-08-15 16:30:24,696E - ...Wait for it...,GNU C++,Wrong answer on test 1,0 ms,25100 KB
19883161,2016-08-15 11:17:40,587F - Duff is Mad,GNU C++,Time limit exceeded on test 9,4000 ms,17200 KB
19883125,2016-08-15 11:15:56,587F - Duff is Mad,GNU C++,Wrong answer on test 2,0 ms,5600 KB
19879833,2016-08-15 07:11:55,587F - Duff is Mad,GNU C++,Memory limit exceeded on test 9,1481 ms,262100 KB
19879706,2016-08-15 06:58:17,587F - Duff is Mad,GNU C++,Time limit exceeded on test 9,4000 ms,16800 KB
19879589,2016-08-15 06:48:14,587F - Duff is Mad,GNU C++,Memory limit exceeded on test 9,249 ms,262100 KB
19879342,2016-08-15 06:20:07,587F - Duff is Mad,GNU C++,Wrong answer on test 4,15 ms,5200 KB
19879066,2016-08-15 05:44:21,587F - Duff is Mad,GNU C++,Wrong answer on test 4,15 ms,5200 KB
19879051,2016-08-15 05:42:01,587F - Duff is Mad,GNU C++,Time limit exceeded on test 1,4000 ms,5100 KB
19879008,2016-08-15 05:35:57,587F - Duff is Mad,GNU C++,Wrong answer on test 3,0 ms,5200 KB
19816275,2016-08-12 04:29:58,706E - Working routine,GNU C++,Accepted,1668 ms,28500 KB
19803999,2016-08-11 20:45:30,706D - Vasiliy's Multiset,GNU C++,Accepted,327 ms,68000 KB
19803858,2016-08-11 20:44:38,706D - Vasiliy's Multiset,GNU C++,Runtime error on pretest 5,265 ms,35600 KB
19800984,2016-08-11 20:30:14,706C - Hard problem,GNU C++,Accepted,109 ms,15400 KB
19800699,2016-08-11 20:28:50,706C - Hard problem,GNU C++,Runtime error on pretest 15,62 ms,12900 KB
19798177,2016-08-11 20:16:29,706C - Hard problem,GNU C++,Runtime error on pretest 15,62 ms,13700 KB
19789333,2016-08-11 19:41:49,706B - Interesting drink,GNU C++,Accepted,202 ms,2400 KB
19788002,2016-08-11 19:38:29,706A - Beru-taxi,GNU C++,Accepted,31 ms,2100 KB
19744067,2016-08-09 11:59:06,705B - Spider Man,GNU C++,Accepted,108 ms,2000 KB
19743868,2016-08-09 11:47:55,705A - Hulk,GNU C++,Accepted,15 ms,2000 KB
19724061,2016-08-08 11:45:35,704B - Ant Man,GNU C++,Accepted,311 ms,2300 KB
19702595,2016-08-07 18:13:23,704A - Thor,GNU C++,Accepted,655 ms,11300 KB
19696199,2016-08-07 17:34:36,704A - Thor,GNU C++,Wrong answer on pretest 3,0 ms,4400 KB
19693032,2016-08-07 17:20:28,704A - Thor,GNU C++,Wrong answer on pretest 3,15 ms,4400 KB
19626479,2016-08-04 19:11:20,703D - Mishka and Interesting sum,GNU C++,Accepted,3073 ms,60800 KB
19622752,2016-08-04 18:37:19,703B - Mishka and trip,GNU C++,Accepted,109 ms,2900 KB
19618233,2016-08-04 18:18:20,703A - Mishka and Game,GNU C++,Accepted,30 ms,2000 KB
19475815,2016-07-29 11:37:49,659F - Polycarp and Hay,GNU C++,Accepted,1481 ms,64700 KB
19475759,2016-07-29 11:35:20,659F - Polycarp and Hay,GNU C++,Wrong answer on test 9,1122 ms,35400 KB
19471532,2016-07-29 06:40:46,659E - New Reform,GNU C++,Accepted,124 ms,3900 KB
19470988,2016-07-29 05:40:52,663D - To Hack or not to Hack,GNU C++,Accepted,202 ms,6000 KB
19470968,2016-07-29 05:38:24,663D - To Hack or not to Hack,GNU C++,Runtime error on test 65,327 ms,6000 KB
